item_id,name,class,subclass
192645,Pepita de obsidiana,Miscelánea,Chatarra
153701,Rubelita,Habilidad comercial,Joyería
67401,Muestra de red,Miscelánea,Chatarra
42701,Perla encantada,Gema,Otros
60853,Paquexplosivo de seforio volátil,Consumible,Explosivos y dispositivos
74661,Pimienta negra,Habilidad comercial,Cocina
158789,Gola enredada,Miscelánea,Chatarra
40129,Piedra de terror soberana,Gema,Varias estadísticas
41461,Cristal de sombras soberano perfecto,Gema,Varias estadísticas
172061,Alitas de serafín,Consumible,Comida y bebida
226037,Silenciador neural intemporal,Consumible,Otros
193213,Escamas de adamantita,Habilidad comercial,Cuero
199053,Sigilo de escamas bronce,Habilidad comercial,Componentes opcionales
15869,Llave esqueleto de plata,Consumible,Otros
154169,Escafandra de brilloescama,Consumible,Otros
162573,Cóctel Amani,Consumible,Comida y bebida
23573,Barra de adamantita endurecida,Habilidad comercial,Metal y piedra
158849,Mandíbula de Denteserra,Miscelánea,Chatarra
52141,Grosularia refinada perfecta,Gema,Varias estadísticas
76085,Frasco del sol cálido,Consumible,Frascos y ampollas
212265,Poción templada,Consumible,Pociones
79297,Siete de Bueyes,Habilidad comercial,Inscripción
22845,Poción de Protección contra lo Arcano sublime,Consumible,Pociones
194793,As de Escarcha,Habilidad comercial,Inscripción
76553,Pistacita misteriosa,Gema,Varias estadísticas
58261,Pan de trigo con mantequilla,Consumible,Comida y bebida
32833,Perla jaggal purificada,Gema,Varias estadísticas
86069,Budín de arroz,Consumible,Comida y bebida
194797,Cinco de Escarcha,Habilidad comercial,Inscripción
177661,Encantar botas: botines de alma,Mejora de objetos,Pies
224369,Encantamiento alegre - Vulpera,Consumible,Otros
192853,Alexstraszita,Habilidad comercial,Joyería
192929,Malygita radiante,Gema,Otros
39501,Papiro pesado,Habilidad comercial,Otros
192965,Neltharita fracturada,Gema,Otros
172041,Suflé espinoso con patatas fritas,Consumible,Comida y bebida
23841,Torreta de llamas gnoma,Consumible,Explosivos y dispositivos
10841,Té de espina de oro,Consumible,Comida y bebida
187633,Celosía de bufónido,Miscelánea,Chatarra
1205,Zumo de melón,Consumible,Comida y bebida
140341,Salmón emperador salvaje pochado,Consumible,Comida y bebida
141909,Encantar collar: Marca del soldado adiestrado,Mejora de objetos,Cuello
20541,Texto descifrado Crepuscular,Misión,Misión
112449,Raciones de la Horda de Hierro,Consumible,Comida y bebida
172049,Raviolis iridiscentes con salsa de manzana,Consumible,Comida y bebida
232633,Almeja marina lustrosa,Miscelánea,Chatarra
23781,Pólvora elemental,Habilidad comercial,Piezas
219885,Pellejo de cristal imbuido,Habilidad comercial,Cuero
173109,Ojo iracundo,Habilidad comercial,Joyería
192897,Garra,Habilidad comercial,Componentes de finalización
76533,Ópalo tigre de Campeón,Gema,Varias estadísticas
118901,Nota descolorida,Miscelánea,Chatarra
227309,Batido titánico,Consumible,Comida y bebida
204993,Contrato: Niffen de Loamm,Consumible,Otros
165017,Contrato: Defensores del Honor,Consumible,Otros
198257,Cargador de dardos sanadores,Habilidad comercial,Componentes opcionales
153713,Kubilina maestra,Gema,Maestría
136545,Albóndiga de gusano skolag,Consumible,Comida y bebida
154889,Siluro a la parrilla,Consumible,Comida y bebida
25901,Diamante de tormenta de tierra perspicaz,Gema,Otros
85569,Armadura para pierna influenciada por el sha,Mejora de objetos,Piernas
38813,Encantar arma: Matabestias inferior,Mejora de objetos,Arma
168193,Azsharita,Habilidad comercial,Joyería
117453,"Cerveza rubia de avena ""El peleón""",Consumible,Comida y bebida
63293,Grog Corazón Negro,Consumible,Comida y bebida
162545,Cuchican,Consumible,Comida y bebida
133893,Hamburguesa de champiñones Fososcuro,Consumible,Comida y bebida
224357,Encantamiento alegre - Kul Tiras,Consumible,Otros
52133,Jaspe fuerte perfecto,Gema,Varias estadísticas
224177,Polvo de espejo,Habilidad comercial,Componentes de finalización
9197,Elixir de Visión onírica,Consumible,Elixires
128729,Ocho de Dominio,Habilidad comercial,Inscripción
38793,Encantar brazales: aguante inferior,Mejora de objetos,Muñecas
200573,Misiva dracónica de velocidad de fabricación,Habilidad comercial,Componentes opcionales
139437,Glifo de Enemigos viles,Glifo,Cazador de demonios
197849,Vinofuego añejo,Consumible,Comida y bebida
4337,Seda de araña espesa,Habilidad comercial,Tela
76097,Poción de sanación maestra,Consumible,Pociones
58489,Poción de ilusión,Consumible,Pociones
162557,Ancas de rana saladas,Consumible,Comida y bebida
19221,Gran reserva de la Luna Negra,Consumible,Comida y bebida
188681,Lente óptica impoluta,Miscelánea,Chatarra
38981,Encantar arma 2M: Finiquiplaga,Mejora de objetos,Arma de dos manos
153633,Siete de Bloqueos,Habilidad comercial,Inscripción
33053,Trucha con mantequilla caliente,Consumible,Comida y bebida
213509,Ámbar magistral,Gema,Varias estadísticas
128833,Vino de jengibre kaldorei,Consumible,Comida y bebida
198253,Interruptor de seguridad calibrado,Habilidad comercial,Componentes opcionales
7973,Almeja de boca grande,Habilidad comercial,Otros
168825,Jalea intensa,Miscelánea,Otros
130177,Ópalo de reina,Habilidad comercial,Joyería
192617,Zarpa de can,Miscelánea,Chatarra
172361,Encantar anillo: doctrina de golpe crítico,Mejora de objetos,Dedo
163701,Esencia sísmica,Miscelánea,Chatarra
76557,Pistacita intemporal,Gema,Varias estadísticas
3013,Pergamino de protección,Consumible,Otros
152497,Poción de pies ligeros,Consumible,Pociones
136561,Ponche infernal,Consumible,Comida y bebida
192653,Oreja de magma flexible,Miscelánea,Chatarra
40145,Ametrino rutilante,Gema,Varias estadísticas
44329,Elixir de intelecto poderoso,Consumible,Elixires
198401,Cebo de polilla marina con alerón,Consumible,Otros
222645,Misiva algariana de destreza,Habilidad comercial,Componentes opcionales
161373,Aletahervida sellada,Consumible,Comida y bebida
193961,Hilo de bordado cromático,Habilidad comercial,Componentes de finalización
5785,Escama múrloc gruesa,Habilidad comercial,Cuero
192717,Elemento primigenio titilante,Miscelánea,Chatarra
140301,Galleta de maná,Consumible,Comida y bebida
52081,Cornalina llamativa,Gema,Fuerza
116981,Aceite de amonites de fuego,Consumible,Otros
12217,Ají aliento de dragón,Consumible,Comida y bebida
98117,Birraguita,Consumible,Otros
222593,Misiva algariana del incomparable,Habilidad comercial,Componentes opcionales
40109,Elixir de sangre de mago poderosa,Consumible,Elixires
158873,Hidromiel cristalina,Miscelánea,Chatarra
43645,Anzuelo doblado,Miscelánea,Chatarra
228233,Tejido del ocaso,Habilidad comercial,Tela
163149,Ancla profunda,Consumible,Comida y bebida
154881,Kul Tiramisú,Consumible,Comida y bebida
104341,Fideos de cabra al vapor,Consumible,Comida y bebida
153437,Encantar guantes: artesanía de Kul Tiras,Mejora de objetos,Manos
11941,Documentos falsos,Miscelánea,Chatarra
221917,Engranaje impecable,Habilidad comercial,Componentes opcionales
154129,Amatista marina maestra,Gema,Maestría
199989,Encantar capa: evasión grácil,Mejora de objetos,Capa
34761,Gobio salteado,Consumible,Comida y bebida
168793,Botella de vino casero,Miscelánea,Chatarra
52329,Vida volátil,Habilidad comercial,Elemental
8545,Venda de tejido mágico gruesa,Consumible,Vendas
217113,Blasfemia cúbica,Gema,Otros
199981,Encantar brazal: devoción de velocidad,Mejora de objetos,Muñecas
43121,Tinta ígnea,Habilidad comercial,Inscripción
210821,Tartaleta de chocolate y bayas,Consumible,Comida y bebida
153661,Contrato: Almirantazgo de la Casa Valiente,Consumible,Otros
151721,Heseliana,Habilidad comercial,Joyería
225241,Modificación reacondicionada: torreta de alarma,Gema,Otros
194685,Agua de manantial de dragones,Consumible,Comida y bebida
144329,Vidrio vil endurecido,Habilidad comercial,Piezas
41333,Diamante de llama celeste de ascuas,Gema,Otros
39681,Puñado de tornillos de cobalto,Habilidad comercial,Piezas
52213,Ojo de demonio con grabados,Gema,Varias estadísticas
223973,Glándula delicada pringosa,Consumible,Comida y bebida
139345,Manitas de rata,Consumible,Comida y bebida
111457,Festín de sangre,Consumible,Comida y bebida
38837,Encantar botas: Velocidad menor,Mejora de objetos,Pies
163101,Tueste oscuro de Drustvar,Consumible,Comida y bebida
191949,Piedra de amolar primigenia,Consumible,Otros
53049,Venda de seda de ascuas,Consumible,Vendas
224333,Encantamiento alegre - Kul Tiras,Consumible,Otros
168501,Poción de piel de acero superior,Consumible,Pociones
40153,Piedra de terror velada,Gema,Varias estadísticas
156525,Banquete de galera,Consumible,Comida y bebida
197745,Huevos de basilisco,Habilidad comercial,Cocina
178133,Zarcillos de ectoplasma,Miscelánea,Chatarra
199953,Encantar anillo: devoción de golpe crítico,Mejora de objetos,Dedo
223761,Encantar arma: Furia de jinete de la tormenta,Mejora de objetos,Arma
194801,As de Aire,Habilidad comercial,Inscripción
163921,Efigie de mimbre pequeña,Miscelánea,Chatarra
62001,Seis de Piedras,Habilidad comercial,Inscripción
198441,Carne tierna de espinatrueno,Consumible,Comida y bebida
89737,Encantar escudo: parada superior,Mejora de objetos,Escudo/Mano izquierda
116405,Chatni de arándanos cuajado,Consumible,Comida y bebida
6529,Adorno lustroso,Consumible,Otros
191369,Poción de vitalidad marchita,Consumible,Pociones
222705,Micoflor asada,Consumible,Comida y bebida
76505,Lapislázuli chispeante,Gema,Versatilidad
6445,Muda de piel frágil,Miscelánea,Chatarra
59029,Leche de ballena grasienta,Consumible,Comida y bebida
8173,Refuerzo para armadura grueso,Mejora de objetos,Miscelánea
213493,Ónice rápido,Gema,Varias estadísticas
59477,Engranaje sutil,Gema,Otros
198189,Pólvora siempreardiente,Habilidad comercial,Piezas
162561,Ensalada con tacos de alebrilla,Consumible,Comida y bebida
76653,Jade salvaje regio,Gema,Varias estadísticas
10593,Trozo draenetista imperfecto,Misión,Misión
172437,Barra de eletio encantado,Habilidad comercial,Metal y piedra
32229,Ojo de león,Habilidad comercial,Joyería
76689,Amatista imperial intemporal,Gema,Varias estadísticas
224361,Encantamiento alegre - Elfo de la noche,Consumible,Otros
92741,Piedra de duelo impecable,Consumible,Otros
34537,Elixir de bayas de sangre,Consumible,Elixires
44601,Corredor de cobre pesado,Consumible,Otros
194569,Misiva dracónica de la aurora,Habilidad comercial,Componentes opcionales
189153,Celosía informe,Miscelánea,Chatarra
19273,Seis de Elementales,Habilidad comercial,Inscripción
20873,Ídolo de alabastro,Misión,Misión
179013,Pez de lodo ahumado,Consumible,Comida y bebida
160705,Café espumoso del alcalde,Consumible,Comida y bebida
16169,Pastel de arroz salvaje,Consumible,Comida y bebida
193385,Resina en descomposición,Miscelánea,Chatarra
180881,Mondadientes destrozado,Miscelánea,Chatarra
178225,Estofado del cazador salvaje,Consumible,Comida y bebida
176853,Carne alargada,Miscelánea,Chatarra
117457,Manzanas de sangre,Consumible,Comida y bebida
76665,Ónice bermellón de Campeón,Gema,Varias estadísticas
37093,Pergamino de aguante VII,Consumible,Otros
163053,Frutipan de los Mares del Sur,Consumible,Comida y bebida
74709,Encantar pechera: aguante excelente,Mejora de objetos,Torso
71829,Peridoto élfico intenso,Gema,Varias estadísticas
111601,Pez sable medialuna enorme,Habilidad comercial,Cocina
222637,Misiva algariana de velocidad de fabricación,Habilidad comercial,Componentes opcionales
192857,Malygita,Habilidad comercial,Joyería
144397,Poción de armadura valerosa,Consumible,Pociones
199997,Encantar anillo: devoción de maestría,Mejora de objetos,Dedo
38429,Agua de manantial de Roca Negra,Consumible,Comida y bebida
22797,Semilla de la Pesadilla,Habilidad comercial,Hierbas
192729,Mandíbula desencajada,Miscelánea,Chatarra
171437,Piedra de afilar sombría,Consumible,Otros
168645,Filete húmedo,Habilidad comercial,Cocina
76577,Alejandrita de sensei perfecta,Gema,Varias estadísticas
44493,Encantar arma: Rabiar,Mejora de objetos,Arma
128985,Novela romántica tórrida: La Nocheterna de los muertos vivientes,Miscelánea,Chatarra
101661,Kit de carrito de fideos Deluxe,Consumible,Comida y bebida
24449,Esporas fértiles,Misión,Misión
198437,Herradura de caravana,Miscelánea,Otros
44481,Gorila de cuerda de juguete,Consumible,Otros
32205,Ojo de león liso,Gema,Golpe crítico
22861,Frasco de Luz cegadora,Consumible,Frascos y ampollas
40009,Zafiro celestial chispeante,Gema,Versatilidad
23329,Azotador enriquecido,Consumible,Otros
110617,Encantar anillo: aliento de golpe crítico,Mejora de objetos,Dedo
44469,Encantar botas: asalto superior,Mejora de objetos,Pies
194805,Cinco de Aire,Habilidad comercial,Inscripción
205417,Licor de hongos,Consumible,Comida y bebida
31913,Cuatro de Locuras,Habilidad comercial,Inscripción
5633,Poción de gran ira,Consumible,Pociones
128997,Runa vantus: Hoja de hechizo Aluriel,Consumible,Runas vantus
144305,Encantar collar: Marca del versátil,Mejora de objetos,Cuello
40077,Poción de alquimista demente,Consumible,Pociones
221921,Engranaje ajustable,Habilidad comercial,Componentes opcionales
32221,Amatista Cantosombrío velada,Gema,Varias estadísticas
117469,Espiral de choux espolvoreada con azúcar,Consumible,Comida y bebida
191501,Incienso sagaz,Consumible,Otros
198237,Equipo meticulosamente ajustado,Habilidad comercial,Componentes opcionales
190537,Aleación furiosa,Habilidad comercial,Metal y piedra
183733,Néctar purificado,Consumible,Comida y bebida
222613,Pigmento de cebo mortal,Habilidad comercial,Inscripción
191533,Inhibidor de absorción de pociones,Habilidad comercial,Componentes opcionales
74717,Encantar botas: Velocidad borrosa,Mejora de objetos,Pies
86057,Melocotones en rodajas,Consumible,Comida y bebida
180057,Reliquia del pasado II,Habilidad comercial,Componentes opcionales
198501,Contrato: Centauros Maruuk,Consumible,Otros
20881,Ídolo de la disputa,Misión,Misión
168653,Frasco del vasto horizonte superior,Consumible,Frascos y ampollas
219005,Cebo de pez martillo de Arathor,Consumible,Otros
193941,Envolturas de empuñadura broncíneas,Habilidad comercial,Componentes opcionales
180409,Vino de misa carmesí,Consumible,Comida y bebida
39341,Pigmento de plata,Habilidad comercial,Inscripción
112181,Fragmento de escama vil,Habilidad comercial,Cuero
13757,Anguila relámpago,Habilidad comercial,Otros
173125,Doblete de joyas revitalizadoras,Gema,Otros
112157,Fragmento de escama prismática,Habilidad comercial,Cuero
193937,Rollo de cronotela,Habilidad comercial,Tela
41813,Medusa,Habilidad comercial,Cocina
89893,Fuegos artificiales de flores de otoño,Consumible,Otros
226033,Sigilo de la Luna Negra: Vivacidad,Habilidad comercial,Componentes opcionales
118565,Piraña salvaje,Habilidad comercial,Cocina
204565,Adorno ilusorio: Esporas,Mejora de objetos,Hombros
191525,Adorno de ampolla reactiva,Habilidad comercial,Componentes de finalización
158857,Mimbre incólume,Miscelánea,Chatarra
203409,Bolsa de especias chispeantes,Miscelánea,Componente
203417,Hueso de animal afiladísimo,Miscelánea,Componente
113585,Poción de rejuvenecimiento de la Horda de Hierro,Consumible,Pociones
56517,Refuerzo para armadura salvaje pesado,Mejora de objetos,Miscelánea
194725,Figurilla Kalu'ak,Consumible,Otros
221941,Baliza de redistribución de energía,Habilidad comercial,Componentes opcionales
141333,Códice de la mente tranquila,Consumible,Otros
58145,Poción de los tol'vir,Consumible,Pociones
221933,Caja de fusibles complicada,Habilidad comercial,Componentes opcionales
197753,Cacao en polvo thaldraszsiano,Habilidad comercial,Cocina
193237,Pellejo furioso,Habilidad comercial,Cuero
83097,Cecina de tortuga,Consumible,Comida y bebida
52761,Encantar arma: cardicanto,Mejora de objetos,Arma
52777,Encantar capa: golpe crítico superior,Mejora de objetos,Capa
62505,Ojo de murciélago,Miscelánea,Chatarra
3357,Vidarraíz,Habilidad comercial,Hierbas
31885,Cuatro de Bendiciones,Habilidad comercial,Inscripción
36813,Piñón de muelles,Miscelánea,Chatarra
158757,Tierra inquieta,Miscelánea,Chatarra
197853,Kebab de alimaña,Consumible,Comida y bebida
213749,Sangrita decidida,Gema,Otros
40125,Circón majestuoso rígido,Gema,Golpe crítico
212257,Poción de concentración inquebrantable,Consumible,Pociones
12433,E'ko de lechúcico salvaje,Misión,Misión
76641,Jade salvaje penetrante,Gema,Golpe crítico
37921,Ortiga mortal,Habilidad comercial,Hierbas
162117,Galletas famosas de Marie,Consumible,Comida y bebida
111557,Pelaje suntuoso,Habilidad comercial,Tela
39001,Encantar capa: aguante poderoso,Mejora de objetos,Capa
18641,Dinamita densa,Consumible,Explosivos y dispositivos
41473,Cristal de sombras purificado perfecto,Gema,Varias estadísticas
29533,Armadura para pierna de pellejo de cobra,Mejora de objetos,Piernas
172069,Budín de plátano y ternera,Consumible,Comida y bebida
22789,Teropiña,Habilidad comercial,Hierbas
74649,Tortuga estofada,Consumible,Comida y bebida
159785,Encantar arma: Navegación mortal,Mejora de objetos,Arma
22641,Corazón putrefacto,Misión,Misión
41729,Estofado de carne de draco,Consumible,Comida y bebida
6049,Poción de Protección contra el Fuego,Consumible,Pociones
74853,Salsa de soja centenaria,Habilidad comercial,Cocina
21177,Símbolo de Reyes,Miscelánea,Componente
33549,Pelo de cola grueso,Miscelánea,Chatarra
173077,Ocho de Putrescencia,Habilidad comercial,Inscripción
223665,Encantar anillo: Celeridad brillante,Mejora de objetos,Dedo
38897,Encantar brazales: lozanía,Mejora de objetos,Muñecas
177841,Naipe en blanco de Voracidad,Habilidad comercial,Otros
169117,Alitas de pollo mecánico improbable,Consumible,Comida y bebida
198297,Modificación: aliento de Neltharion,Gema,Otros
163709,Brebaje de Gruñevuelo,Consumible,Comida y bebida
234197,Destornillador dorado,Miscelánea,Chatarra
152549,Locha colarroja,Habilidad comercial,Cocina
38857,Encantar guantes: fuerza superior,Mejora de objetos,Manos
82445,Hilo de hechizo cerúleo superior,Mejora de objetos,Piernas
45981,"Cuadro ""La nueva era""",Miscelánea,Chatarra
76593,Ópalo tigre artesano perfecto,Gema,Varias estadísticas
124441,Fragmento de luz Ley,Habilidad comercial,Encantamiento
223789,Encantar anillo: Celeridad maldita,Mejora de objetos,Dedo
62669,Pincho de anguila,Consumible,Comida y bebida
41401,Diamante de asedio de tierra perspicaz,Gema,Otros
79301,Tres de Grullas,Habilidad comercial,Inscripción
23101,Espesartita de llamas pujante,Gema,Varias estadísticas
213761,Prisma invertido,Habilidad comercial,Joyería
63693,Gelato dulzón,Consumible,Comida y bebida
19269,Dos de Elementales,Habilidad comercial,Inscripción
38937,Encantar brazales: intelecto sublime,Mejora de objetos,Muñecas
162517,U'taka,Habilidad comercial,Otros
52325,Fuego volátil,Habilidad comercial,Elemental
147869,Meteorito vil,Miscelánea,Chatarra
178549,Carne hervida,Consumible,Comida y bebida
193893,Cebo de caballa tripaescama,Consumible,Otros
5377,Concha de vieira,Miscelánea,Chatarra
109137,Carne de pez sable medialuna,Habilidad comercial,Cocina
129285,Semilla de frondasueño,Habilidad comercial,Hierbas
227297,Hamburguesa santificada,Consumible,Comida y bebida
193953,Paño para pulir vibrante,Habilidad comercial,Componentes de finalización
128733,Cuatro de Dominio,Habilidad comercial,Inscripción
4365,Dinamita burda,Consumible,Explosivos y dispositivos
128545,Encantar capa: palabra de fuerza,Mejora de objetos,Capa
222733,Festín de la mascarada de medianoche,Consumible,Comida y bebida
176869,Esquirla de hueso,Miscelánea,Chatarra
221913,Engranaje dentado,Habilidad comercial,Componentes opcionales
132525,Módulo de Atraquito: modo de reparación,Consumible,Explosivos y dispositivos
15417,Cuero de demosaurio,Habilidad comercial,Cuero
201813,Vinofuego estropeado,Consumible,Comida y bebida
52169,Cefirita tormentosa perfecta,Gema,Otros
3033,Perdigón sólido,Miscelánea,Chatarra
6317,Furia del Loch Modan cruda,Habilidad comercial,Cocina
41381,Diamante de asedio de tierra persistente,Gema,Otros
39941,Cristal de sombras purificado,Gema,Varias estadísticas
158189,Tinta verdosa,Habilidad comercial,Inscripción
71841,Coral de lava artesano,Gema,Varias estadísticas
45909,Almeja aguaoscura gigante,Habilidad comercial,Otros
171285,Aceite de núcleo sombrío,Consumible,Pociones
25437,Pata con púas,Miscelánea,Chatarra
40533,Culata de nogal,Habilidad comercial,Piezas
38801,Encantar guantes: herboristería,Mejora de objetos,Manos
128725,Cuatro de Promesas,Habilidad comercial,Inscripción
38929,Encantar pechera: versatilidad primordial,Mejora de objetos,Torso
200577,Misiva dracónica de percepción,Habilidad comercial,Componentes opcionales
200841,Disco prismático de miniaturas,Consumible,Explosivos y dispositivos
193245,Escamas de congelamiento,Habilidad comercial,Cuero
172097,Pellejo calloso pesado,Habilidad comercial,Cuero
41389,Diamante de asedio de tierra flamante,Gema,Otros
17197,Galleta de jengibre,Consumible,Comida y bebida
105721,Leche caliente de papaya,Consumible,Comida y bebida
154133,Tumbador pukado kraku ginante,Consumible,Comida y bebida
200569,Misiva dracónica de multifabricación,Habilidad comercial,Componentes opcionales
221881,Bomba de poción de poder,Consumible,Explosivos y dispositivos
40769,Equipo de construcción de robot chatarra,Consumible,Explosivos y dispositivos
7097,Carne de pata,Consumible,Comida y bebida
169669,Zarzaparrilla de Pernoóxido,Consumible,Comida y bebida
200013,Encantar arma: pliego sófico,Mejora de objetos,Arma
227305,Perrito caliente de nave,Consumible,Comida y bebida
232521,Glifo de Familiar Arcano,Glifo,Mago
213765,Cristal de energía ominoso,Habilidad comercial,Componentes de finalización
11385,Escama de basilisco,Miscelánea,Chatarra
223721,Encantar brazal: Arrullo de velocidad armada,Mejora de objetos,Muñecas
67277,Cerebro de mono,Miscelánea,Chatarra
200009,Encantar arma: pliego ardiente,Mejora de objetos,Arma
153673,Runa vantus: Uldir,Consumible,Runas vantus
22825,Elixir de poder de sanación,Consumible,Elixires
226025,Sigilo de la Luna Negra: Resplandor,Habilidad comercial,Componentes opcionales
15409,Sal de roca refinada,Habilidad comercial,Cuero
44953,Filete tártaro de huargo,Consumible,Comida y bebida
5477,Estofado de zancudo,Consumible,Comida y bebida
39005,Encantar pechera: supersalud,Mejora de objetos,Torso
183953,Cera de sello,Habilidad comercial,Otros
76581,Alejandrita intensa perfecta,Gema,Varias estadísticas
81917,Estofado de cordero,Consumible,Comida y bebida
60377,Mucho pastel de carne,Consumible,Comida y bebida
200037,Encantar anillo: devoción de golpe crítico,Mejora de objetos,Dedo
35565,Hamburguesa de oso jugosa,Consumible,Comida y bebida
109217,Poción de agilidad draénica,Consumible,Pociones
37097,Pergamino de versatilidad VII,Consumible,Otros
222501,Armazón forjado,Habilidad comercial,Componentes de finalización
8393,Pinza de scorpok,Misión,Misión
55053,Llave esqueleto de obsidium,Consumible,Otros
138973,Gamalost acre y mohoso,Consumible,Comida y bebida
38885,Encantar guantes: amenaza,Mejora de objetos,Manos
213497,Ónice versátil,Gema,Varias estadísticas
222585,Misiva algariana del fuegolátigo,Habilidad comercial,Componentes opcionales
200793,Vela decorativa,Consumible,Explosivos y dispositivos
222801,Rollo de tejido del amanecer,Habilidad comercial,Tela
130217,Piedra celestial versátil,Gema,Versatilidad
213773,Piedra nula prismática,Habilidad comercial,Componentes opcionales
61997,Dos de Piedras,Habilidad comercial,Inscripción
155605,Fémur enorme,Miscelánea,Chatarra
3241,Contrapeso pesado,Consumible,Otros
191325,Ampolla de preservación helada,Consumible,Frascos y ampollas
108361,Pedúnculo de viñaviento,Habilidad comercial,Hierbas
225989,Luminosidad embotellada,Habilidad comercial,Componentes de finalización
173097,As de Indómito,Habilidad comercial,Inscripción
172357,Encantar anillo: trato de golpe crítico,Mejora de objetos,Dedo
213377,Libro de cuentos desgarrado,Miscelánea,Chatarra
6453,Contraveneno fuerte,Consumible,Otros
200305,Agua dracthyr,Consumible,Comida y bebida
198193,Engranajes engrasados,Habilidad comercial,Piezas
4377,Pólvora potente,Habilidad comercial,Piezas
198197,Condensador arcoluz,Habilidad comercial,Piezas
38873,Encantar arma: cruzado,Mejora de objetos,Arma
56477,Refuerzo para armadura salvaje,Mejora de objetos,Miscelánea
35501,Diamante de tormenta de tierra eterno,Gema,Otros
40217,Poción de Protección contra las Sombras poderosa,Consumible,Pociones
193389,Núcleo de adamantita,Miscelánea,Chatarra
225253,Portallamas chisporroteante,Consumible,Otros
4405,Mira rudimentaria,Consumible,Explosivos y dispositivos
179021,Pimiento rosado,Consumible,Comida y bebida
192885,Piedra brillante,Habilidad comercial,Joyería
2745,Las verdes colinas de Tuercespina: Página 21,Misión,Misión
198493,Runa vantus: Cámara de las Encarnaciones,Consumible,Runas vantus
227317,Refresco de lava,Consumible,Comida y bebida
38913,Encantar pechera: estadísticas excepcionales,Mejora de objetos,Torso
77101,Glifo de las Sombras,Glifo,Sacerdote
61981,Tinta de inferno,Habilidad comercial,Piezas
158817,Cortapétalo,Miscelánea,Chatarra
132753,Raciones de la Legión,Consumible,Comida y bebida
192901,Rubí de la reina artesanal,Gema,Otros
198833,Tarta de celebración conjurada,Consumible,Comida y bebida
3825,Elixir de entereza,Consumible,Elixires
115805,Taladita de maestría,Gema,Maestría
153613,Ocho de Mareas,Habilidad comercial,Inscripción
961,Hierba de sanación,Consumible,Comida y bebida
85585,Judías rojas,Habilidad comercial,Cocina
179985,Fragmentos de vidriera opacos,Miscelánea,Chatarra
40177,Ojo de Zul de relámpagos,Gema,Varias estadísticas
170165,Glifo de Furia de vapor,Glifo,Mago
132189,Forraje,Miscelánea,Chatarra
92057,Combustible de portal: Orgrimmar,Consumible,Otros
56053,Alga enredada muerta,Miscelánea,Chatarra
127841,Poción de soplo aéreo,Consumible,Otros
236633,Cava del barrio,Consumible,Comida y bebida
220221,Guijarro del Vacío,Miscelánea,Chatarra
56049,Roca misteriosa,Miscelánea,Chatarra
110645,Encantar collar: ofrenda de golpe crítico,Mejora de objetos,Cuello
38797,Encantar brazales: fuerza inferior,Mejora de objetos,Muñecas
174285,Nueces confitadas,Consumible,Comida y bebida
61985,Cóctel de plátano,Consumible,Comida y bebida
213213,Hongo de cueva seco,Miscelánea,Chatarra
129017,Glifo de Desvanecimiento fantasmal,Glifo,Sacerdote
27657,Basilisco ennegrecido,Consumible,Comida y bebida
13445,Elixir de defensa excelente,Consumible,Elixires
44293,Ocho de No-muertos,Habilidad comercial,Inscripción
38933,Encantar guantes: fuerza sublime,Mejora de objetos,Manos
118225,Lúpulos de Ogrópolis,Habilidad comercial,Otros
112285,Dos de Visiones,Habilidad comercial,Inscripción
128541,Encantar anillo: vínculo de golpe crítico,Mejora de objetos,Dedo
163049,Estofado de judías negras,Consumible,Comida y bebida
20869,Ídolo de ámbar,Misión,Misión
199973,Encantar arma: pliego congelado,Mejora de objetos,Arma
119213,Pincho innecesario,Consumible,Otros
52221,Ojo de demonio de guardián,Gema,Varias estadísticas
18045,Chuleta de lobo tierno,Consumible,Comida y bebida
76657,Jade salvaje resistente,Gema,Varias estadísticas
171301,Antídoto espiritual,Consumible,Otros
232377,Sirope para la tos de papá Cebatruenos,Consumible,Otros
213245,,,
38809,Encantar brazales: versatilidad,Mejora de objetos,Muñecas
227301,Bocaditos de cristal,Consumible,Comida y bebida
173057,Pigmento luminoso,Habilidad comercial,Inscripción
1701,Garra de basilisco curva,Miscelánea,Chatarra
62009,Seis de Vientos,Habilidad comercial,Inscripción
38269,Pañuelo empapado,Miscelánea,Chatarra
162565,Cecina de Melenapolvo,Consumible,Comida y bebida
5205,Fronda crecida,Consumible,Otros
220229,Núcleo durmiente,Miscelánea,Chatarra
40113,Rubí cárdeno luminoso,Gema,Intelecto
133593,Aceituna real,Habilidad comercial,Cocina
199941,Encantar brazal: pliego de parasitar,Mejora de objetos,Muñecas
112165,Encantar arma: marca de Lobo Gélido,Mejora de objetos,Arma
32597,Frasco inestable del soldado,Consumible,Frascos y ampollas
9681,Patas de rey reptador a la parrilla,Consumible,Comida y bebida
222509,Contrapeso de colmilloférreo,Consumible,Otros
223773,Encantar arma: Autoridad del aire,Mejora de objetos,Arma
178221,Vino de bayas ardientes,Consumible,Comida y bebida
158813,Revestimiento de salchicha,Miscelánea,Chatarra
38425,Cuero boreal pesado,Habilidad comercial,Cuero
172057,Vinagre inconcebiblemente añejo,Habilidad comercial,Cocina
117437,Alba del Trecho Celestial,Consumible,Comida y bebida
